--------- beginning of system
01-01 00:00:16.460   249   249 I Vold    : Vold 2.1 (the revenge) firing up
01-01 00:00:16.461   249   249 D Vold    : Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:16.461   249   249 I Cryptfs : Check if PFE is activated on Boot
01-01 00:00:22.971   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.971   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.976   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.976   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.979   304  1534 E QC_EVRCENC:  component init: role = OMX.qcom.audio.encoder.evrc
01-01 00:00:22.979   304  1534 I QC_EVRCENC:  component init: role = OMX.qcom.audio.encoder.evrc
01-01 00:00:22.979   304  1534 I QC_EVRCENC: 
01-01 00:00:22.979   304  1534 I QC_EVRCENC: component_init: Component OMX.qcom.audio.encoder.evrc LOADED 
01-01 00:00:22.983  1498  1498 D fsck_msdos: sectors Per cluster :64 
01-01 00:00:22.983  1498  1498 D fsck_msdos: boot->ClusterOffset :30342 
01-01 00:00:22.983  1498  1498 I fsck_msdos: FAT32 Filesystem
01-01 00:00:22.983  1498  1498 D fsck_msdos: Using cluster_chain_descriptor
01-01 00:00:22.983  1498  1498 I fsck_msdos: Total clusters 1948005 
01-01 00:00:22.983   249   298 I fsck_msdos: ** Phase 1 - Read FAT (compare skipped)
01-01 00:00:22.983   249   298 I fsck_msdos: Attempting to allocate 7609 KB for FAT
01-01 00:00:22.986   304  1534 I QC_EVRCENC: Driver in Non Tunnel mode open
01-01 00:00:22.986   304  1534 E QC_EVRCENC: unknown param 0600000f
01-01 00:00:22.986   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.986   304  1534 E QC_EVRCENC: unknown param 06000001
01-01 00:00:22.986   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.986   304  1534 I QC_EVRCENC: Returning the state 1
01-01 00:00:22.986   304  1534 I QC_EVRCENC: Returning the state 1
01-01 00:00:22.986   304  1534 I QC_EVRCENC: Component-deinit being processed
01-01 00:00:22.986   304  1534 I QC_EVRCENC: ********************************
01-01 00:00:22.986   304  1534 I QC_EVRCENC: STATS: in-buf-len[0]out-buf-len[0] tot-pb-time[0]
01-01 00:00:22.986   304  1534 I QC_EVRCENC: STATS: fbd-cnt[0]ftb-cnt[0]etb-cnt[0]ebd-cnt[0]
01-01 00:00:22.989   304  1534 I QC_EVRCENC: ************************************
01-01 00:00:22.989   304  1534 I QC_EVRCENC:  DEINIT COMPLETED
01-01 00:00:22.989   304  1534 I QC_EVRCENC: ************************************
01-01 00:00:22.989   304  1534 E QC_EVRCENC: component_deinit:COMPONENT DEINIT...
01-01 00:00:22.989   304  1534 E QC_EVRCENC: EVRC Object getting destroyed comp-deinit=1
01-01 00:00:22.989   304  1534 E QC_EVRCENC: OMX EVRC component destroyed
01-01 00:00:22.992   304  1534 E QC_QCELP13ENC:  component init: role = OMX.qcom.audio.encoder.qcelp13
01-01 00:00:22.992   304  1534 I QC_QCELP13ENC:  component init: role = OMX.qcom.audio.encoder.qcelp13
01-01 00:00:22.992   304  1534 I QC_QCELP13ENC: 
01-01 00:00:22.992   304  1534 I QC_QCELP13ENC: component_init: Component OMX.qcom.audio.encoder.qcelp13 LOADED 
01-01 00:00:22.999   304  1534 I QC_QCELP13ENC: Driver in Non Tunnel mode open
01-01 00:00:22.999   304  1534 E QC_QCELP13ENC: unknown param 0600000f
01-01 00:00:22.999   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.999   304  1534 E QC_QCELP13ENC: unknown param 06000001
01-01 00:00:22.999   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.999   304  1534 I QC_QCELP13ENC: Returning the state 1
01-01 00:00:22.999   304  1534 I QC_QCELP13ENC: Returning the state 1
01-01 00:00:22.999   304  1534 I QC_QCELP13ENC: Component-deinit being processed
01-01 00:00:22.999   304  1534 I QC_QCELP13ENC: ********************************
01-01 00:00:22.999   304  1534 I QC_QCELP13ENC: STATS: in-buf-len[0]out-buf-len[0] tot-pb-time[0]
01-01 00:00:22.999   304  1534 I QC_QCELP13ENC: STATS: fbd-cnt[0]ftb-cnt[0]etb-cnt[0]ebd-cnt[0]
01-01 00:00:23.001   304  1534 I QC_QCELP13ENC: ************************************
01-01 00:00:23.001   304  1534 I QC_QCELP13ENC:  DEINIT COMPLETED
01-01 00:00:23.001   304  1534 I QC_QCELP13ENC: ************************************
01-01 00:00:23.001   304  1534 E QC_QCELP13ENC: component_deinit:COMPONENT DEINIT...
01-01 00:00:23.001   304  1534 E QC_QCELP13ENC: QCELP13 Object getting destroyed comp-deinit=1
01-01 00:00:23.001   304  1534 E QC_QCELP13ENC: OMX QCELP13 component destroyed
01-01 00:00:23.076  1498  1498 I fsck_msdos: ** Phase 2 - Check Cluster Chains 
01-01 00:00:23.076  1498  1498 I fsck_msdos: Begin to handle the cluster chain
01-01 00:00:23.097  1487  1487 D VolumeUI: Registering volume controller
01-01 00:00:23.120   304  1534 E OMX-VENC: Invalid entry returned from get_supported_profile_level 2130706433, 65536
01-01 00:00:23.120   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000100e
01-01 00:00:23.120   304  1534 W ACodec  : do not know color format 0x7fa30c04 = 2141391876
01-01 00:00:23.120   304  1534 W ACodec  : do not know color format 0x7f000789 = 2130708361
01-01 00:00:23.120   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000100e
01-01 00:00:23.124   304  1534 E OMX-VENC: get_parameter: OMX_IndexParamVideoProfileLevelQuerySupported nProfileIndex ret NoMore 2
01-01 00:00:23.124   304  1534 E OMX-VENC: Invalid entry returned from get_supported_profile_level 32768, 128
01-01 00:00:23.124   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000100e
01-01 00:00:23.124   304  1534 W ACodec  : do not know color format 0x7fa30c04 = 2141391876
01-01 00:00:23.124   304  1534 W ACodec  : do not know color format 0x7f000789 = 2130708361
01-01 00:00:23.124   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000100e
01-01 00:00:23.127  1498  1498 D fsck_msdos: rootDir->head :2
01-01 00:00:23.127   249   298 I fsck_msdos: ** Phase 3 - Checking Directories
01-01 00:00:23.134   304  1534 E OMX-VENC: get_parameter: OMX_IndexParamVideoProfileLevelQuerySupported nProfileIndex ret NoMore 1
01-01 00:00:23.134   304  1534 E OMX-VENC: Invalid entry returned from get_supported_profile_level 1, 128
01-01 00:00:23.134   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000100e
01-01 00:00:23.134   304  1534 W ACodec  : do not know color format 0x7fa30c04 = 2141391876
01-01 00:00:23.134   304  1534 W ACodec  : do not know color format 0x7f000789 = 2130708361
01-01 00:00:23.134   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000100e
01-01 00:00:23.139   304  1534 E OMX-VENC: Invalid entry returned from get_supported_profile_level 1, 2
01-01 00:00:23.139   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000100e
01-01 00:00:23.139   304  1534 W ACodec  : do not know color format 0x7fa30c04 = 2141391876
01-01 00:00:23.139   304  1534 W ACodec  : do not know color format 0x7f000789 = 2130708361
01-01 00:00:23.139   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000100e
01-01 00:00:23.142   249   298 I fsck_msdos: ** Phase 4 - Checking for Lost Files
01-01 00:00:23.142  1498  1498 D fsck_msdos: Verify Filesystem information
01-01 00:00:23.142  1498  1498 W fsck_msdos: 25 files, 3611072 free (1947854 clusters)
01-01 00:00:23.142  1498  1498 I fsck_msdos: free_rb_tree 
01-01 00:00:23.142  1498  1498 I fsck_msdos: free_fragment_tree
01-01 00:00:23.142  1498  1498 I fsck_msdos: free_fragment_tree
01-01 00:00:23.142  1498  1498 I fsck_msdos: free_fragment_tree: rb_tree is empty 
01-01 00:00:23.145  1325  1342 I StatusBarManagerService: registerStatusBar bar=com.android.internal.statusbar.IStatusBar$Stub$Proxy@18bdbb3e
01-01 00:00:23.156   304  1534 E QC_WMADEC:  component init: role = OMX.qcom.audio.decoder.wma
01-01 00:00:23.168   249   298 I Vold    : Filesystem check completed OK
01-01 00:00:23.169   304  1534 E QC_WMADEC: unknown param 0600000f
01-01 00:00:23.169   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:23.169   304  1534 E QC_WMADEC: unknown param 06000001
01-01 00:00:23.169   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:23.169   304  1618 E QC_WMADEC: INPUT_THREAD:message pipe read n=0xffffffff err=0x       9
01-01 00:00:23.170  1325  1340 I art     : Background sticky concurrent mark sweep GC freed 18120(1494KB) AllocSpace objects, 6(100KB) LOS objects, 22% free, 5MB/7MB, paused 7.382ms total 52.320ms
01-01 00:00:23.171   304  1534 E QC_WMADEC: COMPONENT DEINIT...
01-01 00:00:23.171   304  1534 E QC_WMADEC: OMX WMA component destroyed
01-01 00:00:23.172   304  1534 E QC_WMADEC:  component init: role = OMX.qcom.audio.decoder.wmaLossLess
01-01 00:00:23.181  1325  1325 D PermissionMonitor: Monitoring
01-01 00:00:23.182  1325  1325 D PermissionMonitor: Users: 1, Apps: 60
01-01 00:00:23.184  1325  1325 I SystemServiceManager: Starting phase 600
01-01 00:00:23.186  1325  1325 D ConditionProviders: onServiceAdded ManagedServiceInfo[component=ComponentInfo{android/com.android.server.notification.CountdownConditionProvider},userid=0,isSystem=true,targetSdkVersion=21,connection=null,service=android.service.notification.ConditionProviderService$Provider@10944dd8]
01-01 00:00:23.186  1325  1350 D BluetoothManagerService: Message: 20
01-01 00:00:23.187  1325  1350 D BluetoothManagerService: Added callback: android.bluetooth.BluetoothAdapter$1@bed2531:true
01-01 00:00:23.187  1325  1350 D BluetoothManagerService: Message: 30
01-01 00:00:23.188  1325  1350 D BluetoothManagerService: Message: 30
01-01 00:00:23.188  1325  1325 D ConditionProviders: onServiceAdded ManagedServiceInfo[component=ComponentInfo{android/com.android.server.notification.DowntimeConditionProvider},userid=0,isSystem=true,targetSdkVersion=21,connection=null,service=android.service.notification.ConditionProviderService$Provider@206d6fee]
01-01 00:00:23.190   304  1534 E QC_WMADEC: unknown param 0600000f
01-01 00:00:23.190   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:23.190   304  1534 E QC_WMADEC: unknown param 06000001
01-01 00:00:23.190   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:23.191   249   298 D Vold    : blkid identified as /dev/block/vold/179:65: LABEL="DOUBLE 4K" UUID="13EE-1E60"
01-01 00:00:23.192   249   298 D Vold    : Volume sdcard1 state changing 3 (Checking) -> 4 (Mounted)
01-01 00:00:23.192  1325  1408 W MountService: Duplicate state transition (mounted -> mounted) for /storage/emulated/0
01-01 00:00:23.192   304  1534 E QC_WMADEC: COMPONENT DEINIT...
01-01 00:00:23.192   304  1534 E QC_WMADEC: OMX WMA component destroyed
01-01 00:00:23.193  1325  1325 I BackupManagerService: Backup enabled => false
01-01 00:00:23.193  1325  1348 D MountService: volume state changed for /storage/sdcard1 (checking -> mounted)
01-01 00:00:23.193  1325  1348 I PackageManager: Updating external media status from unmounted to mounted
01-01 00:00:23.193  1325  1325 I BackupManagerService: Opting out of backup
01-01 00:00:23.194   304  1534 E QC_WMADEC:  component init: role = OMX.qcom.audio.decoder.wma10Pro
01-01 00:00:23.201  1325  1348 D MountService: sendStorageIntent Intent { act=android.intent.action.MEDIA_MOUNTED dat=file:///storage/sdcard1 flg=0x4000000 (has extras) } to UserHandle{-1}
01-01 00:00:23.202   304  1534 E QC_WMADEC: unknown param 0600000f
01-01 00:00:23.202   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:23.202   304  1534 E QC_WMADEC: unknown param 06000001
01-01 00:00:23.202   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:23.202  1325  1325 E InputMethodManagerService: Ignoring setImeWindowStatus due to an invalid token. uid:1000 token:null
01-01 00:00:23.204   304  1632 E QC_WMADEC: COMMAND_THREAD:message pipe read n=0xffffffff err=0x       9
01-01 00:00:23.204  1325  1360 I PackageManager: No secure containers found
01-01 00:00:23.204  1325  1360 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH.mail in package com.android.calendar
01-01 00:00:23.204  1325  1360 W PackageManager: Unknown permission android.permission.MMS_PUSH in package org.codeaurora.bluetooth
01-01 00:00:23.204  1325  1360 W PackageManager: Unknown permission com.google.android.gallery3d.permission.PICASA_STORE in package com.android.dreams.phototable
01-01 00:00:23.204  1325  1360 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH in package com.android.settings
01-01 00:00:23.205  1325  1360 W PackageManager: Unknown permission com.qualcomm.permission.ACCESS_LOCATION_API in package com.qualcomm.location
01-01 00:00:23.205  1325  1360 W PackageManager: Not granting permission android.permission.DELETE_PACKAGES to package com.svox.pico (protectionLevel=18 flags=0x88be45)
01-01 00:00:23.205  1325  1360 W PackageManager: Unknown permission com.google.android.gallery3d.permission.GALLERY_PROVIDER in package com.android.bluetooth
01-01 00:00:23.205  1325  1360 W PackageManager: Not granting permission android.permission.DEVICE_POWER to package com.android.deskclock (protectionLevel=2 flags=0xc8be45)
01-01 00:00:23.205  1325  1360 W PackageManager: Not granting permission android.permission.GLOBAL_SEARCH to package com.android.quicksearchbox (protectionLevel=18 flags=0xc8be45)
01-01 00:00:23.205  1325  1360 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH in package com.android.providers.calendar
01-01 00:00:23.205  1325  1360 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH.cl in package com.android.providers.calendar
01-01 00:00:23.205  1325  1360 W PackageManager: Unknown permission android.permission.INSTALL_DRM in package com.android.mms
01-01 00:00:23.205  1325  1360 W PackageManager: Not granting permission android.permission.ACCESS_DOWNLOAD_MANAGER to package com.android.browser (protectionLevel=18 flags=0x89be45)
01-01 00:00:23.205  1325  1360 W PackageManager: Not granting permission android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS to package com.android.browser (protectionLevel=2 flags=0x89be45)
01-01 00:00:23.205   304  1633 E QC_WMADEC: OUTPUT_THREAD:message pipe read n=0xffffffff err=0x       9
01-01 00:00:23.206   304  1534 E QC_WMADEC: COMPONENT DEINIT...
01-01 00:00:23.206   304  1534 E QC_WMADEC: OMX WMA component destroyed
01-01 00:00:23.215   304  1534 E QC_AMRWBPLUSDEC: unknown param 0600000f
01-01 00:00:23.215   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:23.215   304  1534 E QC_AMRWBPLUSDEC: unknown param 06000001
01-01 00:00:23.215   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:23.222   304  1426 D Utils   : printFileName fd(22) -> /system/media/audio/ui/Effect_Tick.ogg
01-01 00:00:23.223   304  1534 I OMX_QCELP13_DEC:  Enabling Non-Tunnel mode 
01-01 00:00:23.223   304  1534 I OMX_QCELP13_DEC: MIME type: aud
01-01 00:00:23.223   304  1534 I OMX_QCELP13_DEC:  component init: role = OMX.qcom.audio.decoder.Qcelp13
01-01 00:00:23.223   304  1534 I OMX_QCELP13_DEC: 
01-01 00:00:23.223   304  1534 I OMX_QCELP13_DEC: component_init: Component OMX.qcom.audio.decoder.Qcelp13 LOADED 
01-01 00:00:23.224   304  1534 I OMX_QCELP13_DEC: Created thread for INP 
01-01 00:00:23.224   304  1534 I OMX_QCELP13_DEC: Created thread for CMD 
01-01 00:00:23.224   304  1534 E OMX_QCELP13_DEC: unknown param 0600000f
01-01 00:00:23.224   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:23.224   304  1534 E OMX_QCELP13_DEC: unknown param 06000001
01-01 00:00:23.224   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:23.224   304  1534 I OMX_QCELP13_DEC: omx_Qcelp13_thread_stop stop server
01-01 00:00:23.224   304  1534 I OMX_QCELP13_DEC: omx_Qcelp13_thread_stop stop server
01-01 00:00:23.227   304  1534 E OMX_EVRC_DEC: COMPONENT INIT OMX.qcom.audio.decoder.evrc
01-01 00:00:23.227   304  1534 E OMX_EVRC_DEC: unknown param 0600000f
01-01 00:00:23.227   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:23.227   304  1534 E OMX_EVRC_DEC: unknown param 06000001
01-01 00:00:23.227   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:23.227   304  1534 E OMX_EVRC_DEC: COMPONENT DEINIT
01-01 00:00:23.239   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000100e
01-01 00:00:23.239   304  1534 E OMX-VDEC-1080P: Extension: OMX.google.android.index.describeColorFormat not implemented
